"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치년도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자
4-1-042,01,경상남도,양산시,48330,경상남도 양산시 하북면 충렬로 1267,경상남도 양산시 하북면 삼감리 106-1,35.44904096,129.0700937,삼감마을 능인정사입구,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-043,01,경상남도,양산시,48330,경상남도 양산시 상북면 신전길 49,경상남도 양산시 상북면 신전리 186-2,35.43280452,129.062130603,수원김씨제실 뒤,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-044,01,경상남도,양산시,48330,경상남도 양산시 하북면 월평1길 37,경상남도 양산시 하북면 순지리 264 동암가마솥김치삼겹,35.49651903,129.0907393,지경고개삼거리 (동암식당 앞),하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-045,01,경상남도,양산시,48330,경상남도 양산시 상북면 어곡터널로 207,경상남도 양산시 상북면 소토리 543-10 영광복국,35.38058837,129.0479244,새진흥아파트 입구,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-046,01,경상남도,양산시,48330,경상남도 양산시 상북면 민등대길 6,경상남도 양산시 상북면 대석리 808 휴먼시아아파트,35.3929105361,129.051512264,휴먼시아아파트 후문 입구,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-047,01,경상남도,양산시,48330,경상남도 양산시 상북면 신대석길 47,경상남도 양산시 상북면 대석리 1344-1,35.39014079,129.059497245,홍룡사 원효암 갈리는길 좌측택지 입구,하북안전센터,N,Y,2014,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-048,01,경상남도,양산시,48330,경상남도 양산시 상북면 신대석길 36,경상남도 양산시 상북면 대석리 1342-7,35.39093787,129.0600895,주택 뒤 도로 펜스 뒤편,하북안전센터,N,Y,2014,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-049,01,경상남도,양산시,48330,경상남도 양산시 상북면 신대석길 19,경상남도 양산시 상북면 대석리 1339-1,35.39138169,129.0588184,들꽃마당 옆,하북안전센터,N,Y,2014,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-050,01,경상남도,양산시,48330,경상남도 양산시 상북면 신대석길 9,경상남도 양산시 상북면 대석리 1339-5,35.39053567,129.0586753,SC종합렌탈기획 옆,하북안전센터,N,Y,2014,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-051,01,경상남도,양산시,48330,경상남도 양산시 하북면 삼리1길 31-9,경상남도 양산시 하북면 용연리 1175-4,35.4450973203,129.0822128,용연낚시터 옆,하북안전센터,N,Y,2014,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-052,01,경상남도,양산시,48330,경상남도 양산시 하북면 삼리길 106-20,경상남도 양산시 하북면 용연리 1169-5,35.44616425,129.0843749,용연낚시터 옆,하북안전센터,N,Y,2014,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-053,01,경상남도,양산시,48330,경상남도 양산시 하북면 성천길 56,경상남도 양산시 하북면 답곡리 771,35.47945628,129.0897811,성천마을회관 앞,하북안전센터,N,Y,2017,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-054,01,경상남도,양산시,48330,경상남도 양산시 하북면 성천길 66-1,경상남도 양산시 하북면 답곡리 621-5,35.48044345,129.0902573,성천마을회관 옆 130m,하북안전센터,N,Y,2017,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-055,01,경상남도,양산시,48330,경상남도 양산시 하북면 용연로 55,경상남도 양산시 하북면 용연리 440-8 정은종합슈퍼,35.44413624,129.0743024,내원삼거리 용연마을 버스정류장,하북안전센터,N,Y,2017,1,5,65,양산소방서,055-379-9284,2019-02-19
4-1-056,01,경상남도,양산시,48330,경상남도 양산시 하북면 지곡2길 12-2,경상남도 양산시 하북면 초산리 17-2,35.49051658,129.0826899,지곡교,하북안전센터,N,Y,2018,1,5,65,양산소방서,055-379-9284,2019-02-19
4-2-001,02,경상남도,양산시,48330,경상남도 양산시 하북면 통도사로 42,경상남도 양산시 하북면 순지리 819-7 GS25,35.4934107,129.0856054,GS25 양산하북점 앞,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-2-002,02,경상남도,양산시,48330,경상남도 양산시 하북면 통도5길 14,경상남도 양산시 하북면 순지리 817-9,35.49450447,129.0852564,아이리스빌 앞,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-2-003,02,경상남도,양산시,48330,경상남도 양산시 하북면 양산대로 2627,경상남도 양산시 하북면 순지리 829-2 현대자동차그린서비스,35.49324543,129.0899345,현대블루서비스 옆,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
4-3-002,04,경상남도,양산시,48330,경상남도 양산시 하북면 양산대로 2255-38,경상남도 양산시 하북면 백록리 932-5 하북119안전센터,35.46313828,129.0801741,하북119안전센터내,하북안전센터,N,Y,2002,1,0,60,양산소방서,055-379-9284,2019-02-19
4-3-003,04,경상남도,양산시,48330,경상남도 양산시 하북면 순지리 통도5길 17,경상남도 양산시 하북면 순지리 817-1,35.49477404,129.0853482,JJ빌 사거리 우측,하북안전센터,N,Y,2002,1,0,60,양산소방서,055-379-9284,2019-02-19
4-3-004,04,경상남도,양산시,48330,경상남도 양산시 상북면 석계리 상북중앙로 445,경상남도 양산시 상북면 석계리 7,35.4223179916,129.064940079,동우강변타워 2차아파트 앞,하북안전센터,N,Y,2002,1,0,60,양산소방서,055-379-9284,2019-02-19
4-5-001,01,경상남도,양산시,48330,경상남도 양산시 상북면 양산대로 1430,경상남도 양산시 상북면 대석리 610-3,35.39598976,129.052395,산바다앞 양산천,하북안전센터,N,Y,2002,1,0,0,양산소방서,055-379-9284,2019-02-19
4-5-002,01,경상남도,양산시,48330,경상남도 양산시 하북면 순지리 통도사로 84,경상남도 양산시 하북면 통도사로 84,35.49436611,129.0805925,통도사 입구 하천,하북안전센터,N,Y,2002,1,0,0,양산소방서,055-379-9284,2019-02-19
4-6-002,01,경상남도,양산시,48330,경상남도 양산시 하북면 삼덕로 197,경상남도 양산시 하북면 답곡리 112-5,35.4749947,129.1065905,삼덕마을회관 앞,하북안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-001,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산1길 60,경상남도 양산시 동면 석산리 1441-4,35.3238091235,129.029651499,한국목재(양산시 동면 남양산1길 60),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-002,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산2길 58,경상남도 양산시 동면 석산리 1439-5 (주)한에프에이,35.3252859604,129.0282267,한에프에이( 양산시 동면 남양산2길 58),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-003,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산2길 60,경상남도 양산시 동면 석산리 1439-6,35.3248415517,129.027843237,풍물기행 가구점( 양산시 동면 남양산2길 60),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-004,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산길 73,경상남도 양산시 동면 석산리 1442 양산장례식장,35.3253334989,129.027525655,양산장례식장( 양산시 동면 남양산길 73),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-005,01,경상남도,양산시,48330,경상남도 양산시 동면 내송로 27,경상남도 양산시 동면 내송리 727-4,35.32365717,129.0604191,내송주유소(양산시 동면 내송로 27),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-006,01,경상남도,양산시,48330,경상남도 양산시 동면 양산대로 346,경상남도 양산시 동면 금산리 758-6,35.3039438526,129.026450832,동산초등학교(양산시 동면 양산대로 346),중부안전센터,N,Y,1996,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-007,01,경상남도,양산시,48330,경상남도 양산시 동면 석산5길 5,경상남도 양산시 동면 석산리 701-8 석산해강아파트,35.3153619793,129.0293028,해강아파트(양산시 동면 석산5길 5),중부안전센터,N,Y,1996,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-008,01,경상남도,양산시,48330,경상남도 양산시 동면 곡리3길 3,경상남도 양산시 동면 석산리 880-36,35.3179257,129.029979725,곡리마을 입구 표석( 양산시 동면 곡리3길 3),중부안전센터,N,Y,1996,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-009,01,경상남도,양산시,48330,경상남도 양산시 동면 석산4길 6-18,경상남도 양산시 동면 석산리 876-1,35.31545067,129.0317523,해강아파트( 양산시 동면 석산4길 6-18),중부안전센터,N,Y,1996,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-010,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산2길 38,경상남도 양산시 동면 석산리 1423-3,35.3265455215,129.028976598,스카니아 양산센터( 양산시 동면 남양산2길 38),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-011,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산길 7,경상남도 양산시 동면 석산리 1421-9 맥도날드,35.32801055,129.0334189,맥도날드(양산시 동면 남양산길 7),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-012,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산2길 26,경상남도 양산시 동면 석산리 1423-1,35.326888135,129.030682934,남양산운전학원( 양산시 동면 남양산2길 26),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-013,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산1길 58,경상남도 양산시 동면 석산리 1440-2 양산고용노동지청,35.32481172,129.030016599,고용노동부 양산지청(양산시 동면 남양산1길 58),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-014,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산 1길18,경상남도 양산시 동면 석산리 1421-4,35.32712347,129.032799942,KT&G 양산지점 앞 (양산시 동면 남양산 1길18),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-015,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산길 17,경상남도 양산시 동면 석산리 1420-11 남양산대형트럭매매상사,35.32815393,129.0324638,양산대형트럭매매상( 양산시 동면 남양산길 17),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-016,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산길 33,경상남도 양산시 동면 석산리 1420-3 수경유조,35.32807696,129.030923,양산자동차종합정비 앞 ( 양산시 동면 남양산길 33),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-017,01,경상남도,양산시,48330,경상남도 양산시 동면 남양산1길 58,경상남도 양산시 동면 석산리 1440-2 양산고용노동지청,35.32481172,129.030016599,고용노동부 양산지청(양산시 동면 남양산1길 58),중부안전센터,N,Y,2002,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-018,01,경상남도,양산시,48330,경상남도 양산시 동면 노포사송로 46,경상남도 양산시 동면 사송리 347-21,35.31272578,129.0724166,동면초등학교 (양산시 동면 노포사송로 46),중부안전센터,N,N,2001,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-019,01,경상남도,양산시,48330,경상남도 양산시 동면 금오16길 65,경상남도 양산시 동면 석산리 1448-2 e편한세상 남양산,35.321305128,129.028516,이편한세상 아파트 114동 뒤(양산시 동면 금오16길 65),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-020,01,경상남도,양산시,48330,경상남도 양산시 동면 금오16길 65,경상남도 양산시 동면 석산리 1448-2 e편한세상 남양산,35.321305128,129.028516,이편한세상 108동 뒤(양산시 동면 금오16길 65),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-021,01,경상남도,양산시,48330,경상남도 양산시 동면 금오16길 65,경상남도 양산시 동면 석산리 1448-2 e편한세상 남양산,35.321305128,129.028516,이편한세상 102동 뒤(양산시 동면 금오16길65),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-022,01,경상남도,양산시,48330,경상남도 양산시 동면 금오16길 65,경상남도 양산시 동면 석산리 1448-2 e편한세상 남양산,35.321305128,129.028516,이편한세상 1차 앞 교차로( 양산시 동면 금오16길 65),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-023,01,경상남도,양산시,48330,경상남도 양산시 동면 금오13길 46,경상남도 양산시 동면 석산리 1449-6,35.31986867,129.0252538,반도유보라6차610동 앞( 양산시 동면 금오13길 46),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-024,01,경상남도,양산시,48330,경상남도 양산시 동면 금오13길 56,경상남도 양산시 동면 석산리 1449-1,35.32044105,129.0247222,남양산이편한세상 206동 맞은편( 양산시 동면 금오13길 56),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-025,01,경상남도,양산시,48330,경상남도 양산시 동면 금오16길,경상남도 양산시 동면 석산리 1448-2 e편한세상 남양산,35.32127411,129.028516,석산초등학교 인근 공원앞 도로( 양산시 동면 금오16길),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-026,01,경상남도,양산시,48330,경상남도 양산시 동면 금오16길,경상남도 양산시 동면 석산리 1448-2 e편한세상 남양산,35.32127411,129.028516,석산이편한세상1차 114동옆 도로( 양산시 동면 금오16길),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-027,01,경상남도,양산시,48330,경상남도 양산시 동면 강변로,경상남도 양산시 동면 석산리 666-8,35.32282532,129.0220468,고속도로 다리 밑(양산시 동면 강변로),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-028,01,경상남도,양산시,48330,경상남도 양산시 동면 금오15길 65,경상남도 양산시 동면 석산리 1524,35.31682217,129.0209814,e편한세상4차 115동 뒤(양산시 동면 금오15길 65),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-029,01,경상남도,양산시,48330,경상남도 양산시 동면 금오15길 9,경상남도 양산시 동면 석산리 1451-3 양산신도시2차동원로얄듀크,35.3176650551,129.0250382,동원로얄2차 107동 뒤( 양산시 동면 금오15길 9),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-030,01,경상남도,양산시,48330,경상남도 양산시 동면 금오13길 71,경상남도 양산시 동면 석산리 1450-1 e편한세상 남양산 2차,35.32055391,129.0220401,e편한세상4차 207동 뒤(양산시 동면 금오13길 71),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-031,01,경상남도,양산시,48330,경상남도 양산시 동면 금오13길 71,경상남도 양산시 동면 석산리 1450-1 e편한세상 남양산 2차,35.32055391,129.0220401,남양산e편한세상2차 201동 뒤 (양산시 동면 금오13길 71),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-032,01,경상남도,양산시,48330,경상남도 양산시 동면 금오14길 7,경상남도 양산시 동면 석산리 1454-6,35.31654469,129.0260696,1박2일모텔 옆 (양산시 동면 금오14길 7),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-033,01,경상남도,양산시,48330,경상남도 양산시 동면 금오로 256,경상남도 양산시 동면 석산리 1477-7,35.31528266,129.0271424,금강프라자 앞 (양산시 동면 금오로 256),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-034,01,경상남도,양산시,48330,경상남도 양산시 동면 금오2길 79,경상남도 양산시 동면 석산리 1458-32,35.31542659,129.0250547,석산텔레콤 옆 (양산시 동면 금오2길 79),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-035,01,경상남도,양산시,48330,경상남도 양산시  동면 금오12길 68,경상남도 양산시 동면 석산리 1459-2,35.31613451,129.0212916,아름빌 앞 (양산시  동면 금오12길 68),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-036,01,경상남도,양산시,48330,경상남도 양산시 동면 금오10길 5-12,경상남도 양산시 동면 석산리 1479-7,35.31405856,129.0258732,V호텔 옆 (양산시 동면 금오10길 5-12),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-037,01,경상남도,양산시,48330,경상남도 양산시 동면 금오11길 32,경상남도 양산시 동면 석산리 1460-8,35.31535531,129.0217657,㈜서인 ( 양산시 동면 금오11길 32),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-038,01,경상남도,양산시,48330,경상남도 양산시 동면 금오4길 66,경상남도 양산시 동면 금산리 1427-8,35.31333281,129.0274806,약손건강안마원 앞 ( 양산시 동면 금오4길 66),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-039,01,경상남도,양산시,48330,경상남도 양산시 동면 금오2길 61,경상남도 양산시 동면 석산리 1472-19,35.31385094,129.0248479,cu편의점 (양산시 동면 금오2길 61),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-040,01,경상남도,양산시,48330,경상남도 양산시 동면 금오9길 16,경상남도 양산시 동면 석산리 1472-8,35.31394539,129.0232765,준 플라워( 양산시 동면 금오9길 16),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-041,01,경상남도,양산시,48330,경상남도 양산시 동면 금오9길 38,경상남도 양산시 동면 석산리 1465-1,35.31416294,129.0210029,바글즈( 양산시 동면 금오9길 38),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-042,01,경상남도,양산시,48330,경상남도 양산시 동면 금오4길 43,경상남도 양산시 동면 금산리 1454-8,35.31141244,129.0275332,착한비어 (양산시 동면 금오4길 43),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-043,01,경상남도,양산시,48330,경상남도 양산시 동면 금오8길 13,경상남도 양산시 동면 금산리 1426-8,35.31192959,129.0260772,금산들어린이공원 앞 (양산시 동면 금오8길 13),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-044,01,경상남도,양산시,48330,경상남도 양산시 동면 금오7길 2,경상남도 양산시 동면 금산리 1408-30,35.31204997,129.0246382,LBA공인중개사 맞은편 (양산시 동면 금오7길 2),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-045,01,경상남도,양산시,48330,경상남도 양산시 동면 금오6길 14,경상남도 양산시 동면 금산리 1421-18 성진빌,35.3121604,129.023309,성진빌 앞 (양산시 동면 금오6길 14),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-046,01,경상남도,양산시,48330,경상남도 양산시 동면 금오6길 38,경상남도 양산시 동면 금산리 1412-18,35.31236196,129.0207933,조미정 돈까스 (양산시 동면 금오6길 38),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-047,01,경상남도,양산시,48330,경상남도 양산시 동면 금오5길 9,경상남도 양산시 동면 금산리 1446-29,35.31100552,129.024504,맥주창고 뒷편 (양산시 동면 금오5길 9),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-048,01,경상남도,양산시,48330,경상남도 양산시 동면 금오5길 14-7,경상남도 양산시 동면 금산리 1450-7 청운빌,35.31061371,129.0239383,청운빌 (양산시 동면 금오5길 14-7),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-049,01,경상남도,양산시,48330,경상남도 양산시 동면 금오5길 66,경상남도 양산시 동면 금산리 1436-19 해나루,35.31111894,129.0206897,해나루 (양산시 동면 금오5길 66),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-050,01,경상남도,양산시,48330,경상남도 양산시 동면 금오2길 15,경상남도 양산시 동면 금산리 1446-20,35.3098042285,129.0243458,열라삼신짬뽕 (양산시 동면 금오2길 15),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-051,01,경상남도,양산시,48330,경상남도 양산시 동면 금오3길 6,경상남도 양산시 동면 금산리 1446-18,35.30981073,129.0240271,가야매운탕 (양산시 동면 금오3길 6),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-052,01,경상남도,양산시,48330,경상남도 양산시 동면 금오5길 66,경상남도 양산시 동면 금산리 1436-19 해나루,35.31111894,129.0206897,해나루 안쪽30M (양산시 동면 금오5길 66),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-053,01,경상남도,양산시,48330,경상남도 양산시 동면 금오1길 12,경상남도 양산시 동면 1460-2,35.30899413,129.0257212,금산공원3거리 현수막대 앞 (양산시 동면 금오1길 12),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-054,01,경상남도,양산시,48330,경상남도 양산시 동면 수질정화공원로 41,경상남도 양산시 동면 금산리 1481,35.30538182,129.0243981,농수산물유통센터 입구 삼거리 (양산시 동면 수질정화공원로 41),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-055,01,경상남도,양산시,48330,경상남도 양산시 동면 수질정화공원로 42,경상남도 양산시 동면 금산리 1482,35.30621249,129.0242346,농수산물유통센터 물류동 입구 우측 (양산시 동면 수질정화공원로 42),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-056,01,경상남도,양산시,48330,경상남도 양산시 동면 수질정화공원로 40,경상남도 양산시 동면 금산리 1481,35.30538182,129.0243981,생필체인본부 입구 좌측 (양산시 동면 수질정화공원로 40),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-057,01,경상남도,양산시,48330,경상남도 양산시 다방길 5,경상남도 양산시 다방동 470-1 거림합판목재상사,35.33216909,129.0403905,GS편의점 건너편 (양산시 다방길 5),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-058,01,경상남도,양산시,48330,경상남도 양산시 중앙로 118,경상남도 양산시 남부동 332-3 코미치킨,35.34125127,129.037669,삼성인력 옆 (양산시 중앙로 118),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-059,01,경상남도,양산시,48330,경상남도 양산시 중앙로 133,경상남도 양산시 중부동 423-5 남부시장,35.34244482,129.0372332,양산금방 (양산시 중앙로 133),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-060,01,경상남도,양산시,48330,경상남도 양산시 삼일로 111,경상남도 양산시 북부동 360 옥천탕,35.34407266,129.0397513,옥천탕 (양산시 삼일로 111),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-061,01,경상남도,양산시,48330,경상남도 양산시 남부로 20,경상남도 양산시 남부동 466-1 신라해장국,35.3379444354,129.037258939,암소마당 (양산시 남부로 20),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-062,01,경상남도,양산시,48330,경상남도 양산시 장터1길 17,경상남도 양산시 중부동 427-2 양산옹기,35.34241477,129.0354837,"양지포장,옥이산곰장어 (양산시 장터1길 17)",중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-063,01,경상남도,양산시,48330,경상남도 양산시 서일동2길 21,경상남도 양산시 중부동 605-24,35.34064371,129.034944,국민건강보험공단 (양산시 서일동2길 21),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-064,01,경상남도,양산시,48330,경상남도 양산시 서일동로 39,경상남도 양산시 중부동 432-12 자연빌딩,35.34188613,129.037172692,제일약국 옆 (양산시 서일동로 39),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-065,01,경상남도,양산시,48330,경상남도 양산시 장터4길 17,경상남도 양산시 중부동 408-9 양산중부동우체국,35.34319492,129.0359557,김해농장직영판매장 (양산시 장터4길 17),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-066,01,경상남도,양산시,48330,경상남도 양산시 중앙로 138,경상남도 양산시 중부동 368 농협중앙회,35.34310543,129.0379787,양산시지부 농협 (양산시 중앙로 138),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-067,01,경상남도,양산시,48330,경상남도 양산시 중앙로 86,경상남도 양산시 남부동 456-9 경동탕,35.3384845,129.0386676,경동탕 옆 (양산시 중앙로 86),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-068,01,경상남도,양산시,48330,경상남도 양산시 삼일로 129,경상남도 양산시 중부동 180-4,35.3431216,129.0413342,대한노인회 양산지부 (양산시 삼일로 129),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-069,01,경상남도,양산시,48330,경상남도 양산시 서일동로15-2,경상남도 양산시 중부동 603-8 믿음카부분정비,35.339957,129.0361893,국민은행 남양산점 맞은편 (양산시 서일동로15-2),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-070,01,경상남도,양산시,48330,경상남도 양산시 양주2길 37-1,경상남도 양산시 중부동 684-5,35.33983835,129.0279265,양산역주차장 앞 (양산시 양주2길 37-1),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-071,01,경상남도,양산시,48330,경상남도 양산시 양산역로 105,경상남도 양산시 중부동 689-1,35.33877327,129.029156,골든프라자 앞 (양산시 양산역로 105),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-072,01,경상남도,양산시,48330,경상남도 양산시 양주로 153,경상남도 양산시 중부동 695-1 양산신도시주공3단지아파트,35.33820632,129.0311619,주공3차아파트 301동 옆 (양산시 양주로 153),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-073,01,경상남도,양산시,48330,경상남도 양산시 양주로 154,경상남도 양산시 중부동 696-1 대동황토방아파트,35.33764992,129.0340368,대동황토방아파트 102동 옆 (양산시 양주로 154),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-074,01,경상남도,양산시,48330,경상남도 양산시 양주로 154,경상남도 양산시 중부동 696-1 대동황토방아파트,35.33764992,129.0340368,대동황토방아파트 103동 옆 (양산시 양주로 154),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-075,01,경상남도,양산시,48330,경상남도 양산시 양주로 154,경상남도 양산시 중부동 696-1 대동황토방아파트,35.33764992,129.0340368,대동황토방아파트 108동 옆 (양산시 양주로 154),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
5-1-076,01,경상남도,양산시,48330,경상남도 양산시 양주로 154,경상남도 양산시 중부동 696-1 대동황토방아파트,35.33764992,129.0340368,대동황토방아파트 113동 옆 (양산시 양주로 154),중부안전센터,N,Y,2007,1,5,65,양산소방서,055-379-9284,2019-02-19
